@柠濛彩虹糖,,侧颜美爆,4,2019-09-22 09:47
@柠濛彩虹糖,,鼻子滑滑梯,4,2019-09-22 09:46
@华昱青,,说的很对 评论配图,6,2019-09-21 19:27
@懒癌呀Bug,,动图真的厉害了,6,2019-09-22 17:50
@加点儿孜然,,啊啊啊真好看,4,2019-09-22 14:18
@纯牛奶超好喝的,,,6,2019-09-22 13:34
@哎呀我的迪哥,,热巴最美,5,2019-09-22 11:57
@哎呀我的迪哥,,,5,2019-09-22 11:57
@哎呀我的迪哥,,,5,2019-09-22 11:57
@哎呀我的迪哥,,,5,2019-09-22 11:57
@哎呀我的迪哥,,,5,2019-09-22 11:57
@哎呀我的迪哥,,,5,2019-09-22 11:57
@还有阳光吖,,？快要2020年了 七妹依然在让我笑,3,2019-09-22 01:13
@Emma-盛悦,,Upup,3,2019-09-22 01:07
@黑白-immortal,,太可了,6,2019-09-21 21:32
@cream啵啵虎,,迪丽热巴加油啊啊啊啊啊冲啊[加油][加油],4,2019-09-21 21:04
@热巴不热_,,太优越了这姐,5,2019-09-21 20:52
@卿宸雪,,滑滑梯啦 http://t.cn/Ainy1Qzr,8,2019-09-21 20:13
@组团偷小热巴,,姐姐求你分我点吧！！,5,2019-09-23 19:06
@我是迪丽穷哈,,图片评论 http://t.cn/AinVmy9V,7,2019-09-23 16:01
@人之初FATBABY,,加油点赞顶起来,7,2019-09-23 15:59
@懒猫伊万内奇,,,5,2019-09-23 15:26
@锦鲤-夭初,,好看,4,2019-09-23 15:21
@懒猫伊万内奇,,,3,2019-09-23 15:20
@懒猫伊万内奇,,,3,2019-09-23 15:19
@Dear-V587,,图片评论 评论配图,4,2019-09-23 15:15
@kkOla63,,,4,2019-09-23 15:14
@yaoruoxin,,绝,4,2019-09-22 18:48
@纯牛奶超好喝的,,,6,2019-09-22 18:22
@早睡早起胖头鱼,,哇,6,2019-09-22 18:22
@Dear___兔纸7,,羡慕高鼻梁的洋娃娃,5,2019-09-22 15:58
@文殿文殿迪,,[太開心],5,2019-09-22 15:57
@Dear-皮蛋瘦肉粥,,,5,2019-09-22 15:42
@飞向太空的时候,,,4,2019-09-22 09:50
@飞向太空的时候,,,4,2019-09-22 09:50
@飞向太空的时候,,,4,2019-09-22 09:50
@飞向太空的时候,,,4,2019-09-22 09:50
@允诺东团永在,,我可以,4,2019-09-21 22:46
@六月三lucky,,冲鸭,4,2019-09-21 22:46
@人生若只如初见呀呀,,大家点赞，只算点赞数,5,2019-09-21 22:19
@文殿文殿迪,,獨一無二的@Dear-迪丽热巴,5,2019-09-21 21:50
@文殿文殿迪,,#迪丽热巴黑色旗袍造型#,5,2019-09-21 21:50
@文殿文殿迪,,#迪丽热巴单边耳坠#,5,2019-09-21 21:49
@Y安大大咧咧,,爱了爱了,8,2019-09-21 21:26
@演员迪丽热巴手里的阿尔卑斯糖,,好看的 评论配图,7,2019-09-21 20:12
@懒猫伊万内奇,,,5,2019-09-23 16:23
@纯牛奶超好喝的,,迪,3,2019-09-23 14:58
@LYH初心不改,,//@某8的92:迪丽热巴女生必须拥有姓名！太绝了,5,2019-09-22 18:24
@然然然然然_而,,好看,4,2019-09-22 15:41
@卟卟卟卟卟卟不,,好看,5,2019-09-22 11:17
@红颜为谁58,,超美@Dear-迪丽热巴,3,2019-09-22 09:48
@蛋蛋后的小吃货,,黑粉吗,3,2019-09-22 01:43
@Dear-dx,,,3,2019-09-22 01:05
@我喜欢你笑的样子rb,,,4,2019-09-21 23:38
@我是YT呀hh,,姐姐的五官都好看！！！惊为天人啊啊啊啊啊！,4,2019-09-21 22:55
@Y7shmily,,迪丽热巴,4,2019-09-21 22:55
@话不多先森啊,,太绝了,3,2019-09-21 22:54
@话不多先森啊,,啊啊啊啊啊啊,3,2019-09-21 22:54
@六月三lucky,,迪丽热巴,3,2019-09-21 22:46
@零下一酒窝,,必须是我巴姐啊,5,2019-09-21 22:20
@Enchanted-胖迪,,#迪丽热巴时尚大师#,5,2019-09-21 22:17
@迪痂小毒药,,太优越了,4,2019-09-21 22:16
@Dear-迪迪迪迪迪迪,,加油,3,2019-09-21 21:51
@Mr_Sandman--_--,,我姐一直优秀,4,2019-09-21 21:48
@5玩不来微博,,我来晚了,4,2019-09-21 21:33
@蛋挞皇后,,来了 评论配图,4,2019-09-21 21:32
@JungZzWoo,,这话题当然少不了迪丽热巴,4,2019-09-21 21:17
@马宝Jenny,,我超爱姐姐的,4,2019-09-21 20:51
@一笔带过7777,,迪丽热巴白凤九！,7,2019-09-21 20:50
@渡劫飞升_秋儿章,,优越！想在上面滑滑梯！,7,2019-09-21 19:36
@挽釉,,,7,2019-09-23 15:32
@老王巴绝的一匹,,迪丽热巴！,5,2019-09-23 15:22
@Dear-LEOJane浪九阿i,,我爱 评论配图,3,2019-09-23 15:15
@人之初FATBABY,,高高的鼻梁上滑滑梯,5,2019-09-23 14:48
@晚秋ll_,,,4,2019-09-22 18:59
@热巴不娶何撩,,迪丽热巴,5,2019-09-22 17:50
@快乐考研的阿丝儿,,绝了,5,2019-09-22 17:44
@快乐考研的阿丝儿,,无敌,5,2019-09-22 17:44
@某8的92,,迪丽热巴女生必须拥有姓名！太绝了,5,2019-09-22 17:28
@干干净净的呢,,阿伟死了,4,2019-09-22 17:23
@ISABELLA__Fairy,,哈哈,4,2019-09-22 17:20
@Dear甜糯芒果干,,来点赞,5,2019-09-22 14:02
@易直玺欢胖迪,,姐姐可,5,2019-09-22 13:09
@Wendi·rb,,,4,2019-09-22 09:49
@全体阿丝,,迪丽热巴,4,2019-09-21 23:23
@全体阿丝,,迪,4,2019-09-21 23:23
@全体阿丝,,热巴,4,2019-09-21 23:23
@全体阿丝,,迪丽,4,2019-09-21 23:23
@黎哩2媛,,我迪就是优秀,8,2019-09-21 21:25
@cream啵啵虎,,顶顶顶,4,2019-09-21 21:06
@迪热热的小奶音,,羡慕啊,5,2019-09-21 20:42
@微光中的太阳,,我迪的鼻子绝对榜上有名,6,2019-09-21 19:47
@TIAMO失真,,迪丽热巴绝了 评论配图,5,2019-09-21 19:25
@楚子航的脑洞少女,,姐姐我有点想看你的剧，不想刷老剧了,4,2019-09-23 15:11
@王者热热迪迪畏,,美,4,2019-09-23 15:11
@宅某人Orz,,姐姐好适合allback鸭,4,2019-09-23 15:11
@胖der不胖,,想在巴巴鼻梁上滑滑梯，睫毛上荡秋千@Dear-迪丽热巴,6,2019-09-22 18:30
@哎呀我的迪哥,,,4,2019-09-22 11:56
@哎呀我的迪哥,,,4,2019-09-22 11:56
@哎呀我的迪哥,,好美,4,2019-09-22 11:56
@非常清欢,,,5,2019-09-22 11:39
@非常清欢,,,5,2019-09-22 11:39
@非常清欢,,好看,5,2019-09-22 11:38
@Wendi·rb,,,3,2019-09-22 09:48
@Wendi·rb,,,3,2019-09-22 09:48
@Wendi·rb,,,3,2019-09-22 09:48
@桃子超可爱_,,绝了！,4,2019-09-22 09:47
@柠濛彩虹糖,,迪丽热巴飘柔,3,2019-09-22 09:45
@柠濛彩虹糖,,滴滴滴滴,3,2019-09-22 09:45
@柠濛彩虹糖,,滴滴叭叭,3,2019-09-22 09:45
@柠濛彩虹糖,,迪丽热巴,3,2019-09-22 09:45
@卡其叽,,好好看的！！,3,2019-09-22 09:40
@尺渔方至,,优越,3,2019-09-22 09:38
@大人小孩小迪,,迪丽热巴,2,2019-09-22 02:30
@我是迪丽穷哈,,图片评论 评论配图,0,2019-10-20 09:32
@面包不是抹茶味,,,0,2019-09-26 20:02
@wo热巴的脑残粉,,哎，看到热热就难受，多久不发自拍了,0,2019-09-26 20:01
@KIOIKO,,第一张太真实了,0,2019-09-26 19:59
@cccychen,,可以在姐姐的鼻子滑滑梯,0,2019-09-26 19:50
@_alohaaa,,姐姐漂酿！,0,2019-09-26 19:44
@我是迪丽穷哈,,图片评论 评论配图,0,2019-10-20 09:32
@面包不是抹茶味,,,0,2019-09-26 20:02
@wo热巴的脑残粉,,哎，看到热热就难受，多久不发自拍了,0,2019-09-26 20:01
@KIOIKO,,第一张太真实了,0,2019-09-26 19:59
@cccychen,,可以在姐姐的鼻子滑滑梯,0,2019-09-26 19:50
@_alohaaa,,姐姐漂酿！,0,2019-09-26 19:44
@珂恣,,可吗！ 评论配图,1,2019-09-26 19:38
