InfoID,Title,Search,OnTime,HiRank,Link
1,张钧甯再次感谢邱泽追求,4398770,7小时20分,1,https://weibo.cn/comment/hot/IaI0zhtdD?rl=2
2,NBA总裁抵达上海,3970155,11小时0分,1,https://weibo.cn/comment/hot/IaQXVcLvR?rl=2
3,请回答1988出现杀人回忆凶手画像,3816846,3小时50分,1,https://weibo.cn/comment/hot/IaHR4mxuq?rl=2
4,张振新死亡信息属实,3727574,7小时0分,1,https://weibo.cn/comment/hot/IaFkQ9gFm?rl=2
5,刘诗诗状态,3109174,8小时20分,1,https://weibo.cn/comment/hot/IaELtypdJ?rl=2
6,儿子会说话时喊了我声叔叔,2773399,7小时20分,2,https://weibo.cn/comment/hot/IaGt0m0A4?rl=2
7,肖华称知道姚明已非常生气,2756905,7小时30分,1,https://weibo.cn/comment/hot/IazM5qGlx?rl=2
8,10元就可朋友圈改定位,2404522,6小时0分,3,https://weibo.cn/comment/hot/IaJIeBDiM?rl=2
9,nba,2380870,9小时50分,1,https://weibo.cn/comment/hot/Ib0NBsPWV?rl=2
10,天生翅粉,2370507,1小时40分,3,https://weibo.cn/comment/hot/Ib7DuuCxU?rl=2
11,央视主播指肖华的话就是笑话,2348206,7小时50分,2,https://weibo.cn/comment/hot/IaAPbwt3g?rl=2
12,王源欧阳娜娜同框,2325960,6小时40分,1,https://weibo.cn/comment/hot/IaF9Z1NdV?rl=2
13,罗永浩道歉,2322498,8小时0分,3,https://weibo.cn/comment/hot/IaExZEAon?rl=2
14,亲爱的自己官宣阵容,2278468,3小时10分,2,https://weibo.cn/comment/hot/IaJLMsztp?rl=2
15,国庆四胞胎名字,2256577,8小时20分,2,https://weibo.cn/comment/hot/IaFoDD55z?rl=2
16,42名主播被封禁5年,2215164,8小时30分,2,https://weibo.cn/comment/hot/IaGAfvdkw?rl=2
17,看得见的效果,2150939,1小时20分,3,https://weibo.cn/comment/hot/IazR3kRgJ?rl=2
18,香港观众全体起立高唱国歌,2065257,10小时50分,2,https://weibo.cn/comment/hot/IaISYECLf?rl=2
19,吴亦凡1019广州,1937903,1小时30分,3,https://weibo.cn/comment/hot/IaxW7jTx2?rl=2
21,100块能干啥,1909931,0小时40分,3,https://weibo.cn/comment/hot/IawjR2WNE?rl=2
22,波波维奇称赞肖华,1890334,9小时20分,3,https://weibo.cn/comment/hot/IaFoiFxjN?rl=2
23,惠若琪回应照片被打马赛克,1765142,1小时40分,5,https://weibo.cn/comment/hot/IaB7Jm9kx?rl=2
24,济州岛海底现大量南宋文物,1634137,12小时0分,2,https://weibo.cn/comment/hot/IaAXg7IOR?rl=2
27,吴京饺子郭帆都不是科班出身,1497678,7小时30分,3,https://weibo.cn/comment/hot/IaB2VcO9X?rl=2
28,易烊千玺登帝国大厦名人墙,1492579,1小时40分,4,https://weibo.cn/comment/hot/IaKugAwLU?rl=2
29,史蒂芬批莫雷太幼稚,1475427,2小时0分,3,https://weibo.cn/comment/hot/IavZH8CBh?rl=2
30,王嘉尔演唱会被扔bra,1459108,10小时40分,4,https://weibo.cn/comment/hot/IaG6L1jKx?rl=2
32,军训用小白瓶白回来,1377147,1小时10分,3,https://weibo.cn/comment/hot/I5Rgfq1GG?rl=2
33,NBA篮网湖人队赛前新闻发布会取消,1375329,5小时50分,4,https://weibo.cn/comment/hot/Ib7gbyRb2?rl=2
