InfoID,Title,Search,OnTime,HiRank,Link
1,阅兵时间,3649649,5小时40分,1,https://weibo.cn/comment/hot/I9lULnhco?rl=2
2,张若昀焦俊艳再合作,3334981,8小时10分,1,https://weibo.cn/comment/hot/I9e8bDyua?rl=2
3,国庆气球疑飘到日本北海道,3016364,9小时30分,1,https://weibo.cn/comment/hot/I9bxOkpoy?rl=2
4,欧豪撞脸原型,2943657,7小时20分,1,https://weibo.cn/comment/hot/I9kCz9RwL?rl=2
5,Forever21申请破产,2850930,8小时40分,1,https://weibo.cn/comment/hot/I9kOA8mVj?rl=2
7,开心麻花小剧场冰肌水,2116687,1小时0分,3,https://weibo.cn/comment/hot/I8IX12ZaV?rl=2
8,有种成长叫成为你骄傲,2061792,2小时30分,3,https://weibo.cn/comment/hot/I9cdSkitE?rl=2
9,央视记者话筒被带跑了,2060300,7小时10分,2,https://weibo.cn/comment/hot/I9hPtc7Yh?rl=2
10,微博NBA球迷之夜,1983800,1小时30分,3,https://weibo.cn/comment/hot/Ib7ORx4Qz?rl=2
11,我国又发现10亿吨级大油田,1952105,10小时50分,1,https://weibo.cn/comment/hot/I9cOoFHOg?rl=2
12,我和我的祖国首日票房破2亿,1932009,6小时20分,2,https://weibo.cn/comment/hot/I9kkG9cSP?rl=2
13,带上全家去旅行,1931981,2小时10分,3,https://weibo.cn/comment/hot/I9cdSkj7x?rl=2
14,林郑月娥率代表团前往北京,1931775,11小时30分,3,https://weibo.cn/comment/hot/I9njS7jyq?rl=2
15,辛芷蕾机场被粉丝喊妈,1931632,8小时20分,4,https://weibo.cn/comment/hot/I9ipiE9bS?rl=2
16,自然堂星动中国,1926363,1小时30分,3,https://weibo.cn/comment/hot/I7N1htCNG?rl=2
18,6400万鹰眼行动,1786888,1小时50分,3,https://weibo.cn/comment/hot/I8yWFc1mm?rl=2
19,书写的力量,1767745,0小时30分,3,https://weibo.cn/comment/hot/I9aIGAhB8?rl=2
21,Mate30重构想象,1653493,0小时40分,3,https://weibo.cn/comment/hot/I90rkrlXj?rl=2
22,香港阿sir抵京为祖国送祝福,1596209,5小时50分,2,https://weibo.cn/comment/hot/I9jmiBNGT?rl=2
23,周深口中的不太会唱,1594721,8小时40分,3,https://weibo.cn/comment/hot/I9emlfhZv?rl=2
25,iPhone或恢复指纹识别,1488750,8小时0分,3,https://weibo.cn/comment/hot/I91HTEcuH?rl=2
26,随手拍祖国的蓝天,1475914,0小时20分,3,https://weibo.cn/comment/hot/I8qUMkfmc?rl=2
27,佟丽娅宋佳CP感,1475269,5小时40分,3,https://weibo.cn/comment/hot/I9qYSER0c?rl=2
