InfoID,Title,Search,OnTime,HiRank,Link
1,吴昕向钟汉良道歉,4313505,2小时50分,1,https://weibo.cn/comment/hot/I8QwO2cSO?rl=2
2,吴京把哔哩哔哩说成呷哺呷哺,3677945,13小时10分,1,https://weibo.cn/comment/hot/I8VbjhZAf?rl=2
4,大学选修课通过摇号秒杀,3501898,2小时30分,2,https://weibo.cn/comment/hot/I94yUbNJx?rl=2
5,我和我的祖国 咪咕献礼,3495409,1小时40分,3,https://weibo.cn/comment/hot/I90YGhCop?rl=2
6,大兴机场线比普通地铁快一倍,3194462,6小时50分,2,https://weibo.cn/comment/hot/I8Z575vHp?rl=2
7,脸书总部中国员工跳楼身亡,3097653,9小时0分,2,https://weibo.cn/comment/hot/IaFJsElrV?rl=2
8,娜扎全糖女孩,3038292,1小时0分,3,https://weibo.cn/comment/hot/I8QEfgCoE?rl=2
9,Mate30 重构电影想象,3002628,1小时0分,3,https://weibo.cn/comment/hot/I90rkrlXj?rl=2
10,杨紫原名杨旎奥,2978385,14小时0分,3,https://weibo.cn/comment/hot/I8Z0gh4fY?rl=2
12,杨紫片场疑似动心,2955286,0小时20分,3,https://weibo.cn/comment/hot/I8TK5psFa?rl=2
13,张杰方终止与艺想天开合作,2951479,8小时30分,1,https://weibo.cn/comment/hot/I8ZRqdMlD?rl=2
14,欧豪好惨,2852899,2小时30分,3,https://weibo.cn/comment/hot/I94j7wUMI?rl=2
15,优酸乳时代轰趴馆,2838409,2小时20分,3,https://weibo.cn/comment/hot/I7COzsHAK?rl=2
16,吴磊凭本色成气候,2807265,1小时50分,3,https://weibo.cn/comment/hot/I8wYZk2rB?rl=2
17,张艺兴 MAC亚太代言人,2774913,1小时20分,3,https://weibo.cn/comment/hot/IaTtayYhE?rl=2
18,仙门CP脸上有光,2765550,1小时10分,3,https://weibo.cn/comment/hot/I90rgAvu1?rl=2
19,妻子接受检阅丈夫承担后勤,2763705,8小时40分,2,https://weibo.cn/comment/hot/I8YYx1WYf?rl=2
20,中国与基里巴斯复交,2745640,9小时40分,2,https://weibo.cn/comment/hot/I8WkKq1aM?rl=2
21,游客发现神秘酒店,2740016,1小时10分,3,https://weibo.cn/comment/hot/I729V0Gsj?rl=2
22,戏精女子图鉴,2695489,1小时10分,3,https://weibo.cn/comment/hot/I8Ta4nzMB?rl=2
23,沈腾头像,2675646,15小时0分,1,https://weibo.cn/comment/hot/I8SHNbOGS?rl=2
24,吴京章子怡cp感,2672037,4小时50分,1,https://weibo.cn/comment/hot/I93BrmXGv?rl=2
25,冯绍峰首谈儿子,2633151,12小时20分,3,https://weibo.cn/comment/hot/I8UFL8fPd?rl=2
26,中国女排卫冕世界杯冠军,2481949,8小时0分,1,https://weibo.cn/comment/hot/I920Xj8E1?rl=2
27,袁泉演技,2193988,1小时40分,4,https://weibo.cn/comment/hot/I94j7wUMI?rl=2
28,小奥汀Sunnee生日色,2177410,0小时30分,3,https://weibo.cn/comment/hot/I8LPQfmNZ?rl=2
29,揭秘麦吉丽研发工厂,2176731,1小时30分,6,https://weibo.cn/comment/hot/I8TLejsDT?rl=2
30,郑爽鼻子,2171216,7小时40分,3,https://weibo.cn/comment/hot/I92oGwSZy?rl=2
31,手术室收红包涉事医生停职,2132860,8小时20分,1,https://weibo.cn/comment/hot/I919Ilol1?rl=2
32,飞机票比去年降了近200元,2060782,8小时40分,2,https://weibo.cn/comment/hot/I8U47llju?rl=2
33,郎平 一定会升国旗奏国歌,1963521,5小时0分,3,https://weibo.cn/comment/hot/I92KH7ROt?rl=2
34,故事看中国,1911449,0小时20分,6,https://weibo.cn/comment/hot/I8ZYCECeT?rl=2
35,郭京飞说自己是老tfboys里的王源,1835255,2小时10分,5,https://weibo.cn/comment/hot/I947OjFuY?rl=2
36,中国专利申请总数连续八年领跑全球,1802288,2小时0分,7,https://weibo.cn/comment/hot/I93Oh9jxb?rl=2
37,林俊杰给刘德华唱生日歌,1785596,7小时20分,1,https://weibo.cn/comment/hot/I914nnphr?rl=2
38,畅游大美中华,1696502,0小时50分,6,https://weibo.cn/comment/hot/I947YEALs?rl=2
39,中餐厅是谁划错了菜单,1694845,14小时30分,3,https://weibo.cn/comment/hot/I8U2keB6v?rl=2
40,加油追梦人,1689460,1小时10分,3,https://weibo.cn/comment/hot/IadRdCIyB?rl=2
41,邹梦瑶世界波绝杀,1652018,3小时20分,8,https://weibo.cn/comment/hot/I93a2hamx?rl=2
42,好奇爆发的夜晚,1631133,0小时40分,3,https://weibo.cn/comment/hot/I8nWIp2NI?rl=2
43,车银优素颜,1602072,0小时50分,4,https://weibo.cn/comment/hot/I94qoaSKF?rl=2
44,莲花三太子叱咤魔域,1598126,0小时50分,3,https://weibo.cn/comment/hot/I8Zotnfwh?rl=2
45,中国女篮 韩国女篮,1566367,0小时50分,6,https://weibo.cn/comment/hot/I95aammT9?rl=2
46,iPhone可永久越狱,1502890,6小时10分,3,https://weibo.cn/comment/hot/I91ELtNOc?rl=2
47,刘烨 睫毛,1452759,8小时40分,4,https://weibo.cn/comment/hot/I922JvZ3u?rl=2
48,朱一龙 后悔军训太偷懒,1404076,12小时30分,4,https://weibo.cn/comment/hot/I8SUGxoiH?rl=2
49,解除睡姿封印,1382853,0小时50分,3,https://weibo.cn/comment/hot/I9LzJ58CV?rl=2
50,粉丝cos周芷若见金希澈,1362403,7小时30分,3,https://weibo.cn/comment/hot/I922RvXxJ?rl=2
51,攀登者感情戏,1330965,5小时30分,6,https://weibo.cn/comment/hot/I930gdWxE?rl=2
52,来劲夫妇情感危机,1278688,0小时40分,6,https://weibo.cn/comment/hot/I8UDAoO5v?rl=2
53,王力宏稳得一匹马,1274829,8小时0分,4,https://weibo.cn/comment/hot/I8VkVzpIg?rl=2
54,香港警察版夜空中最亮的星,1273687,4小时30分,8,https://weibo.cn/comment/hot/I92VteMAt?rl=2
