InfoID,Title,Search,OnTime,HiRank,Link
1,周琦发球失误,6282074,1小时20分,1,https://weibo.cn/comment/hot/I79EafCK2?rl=2
2,香港游行示威已演化为极端暴力行动,5455493,5小时10分,2,https://weibo.cn/comment/hot/I5e11wK5s?rl=2
3,黄子韬漫画脸,5022344,1小时10分,3,https://weibo.cn/comment/hot/I4Nf9iq7r?rl=2
4,时刻在状态,4990012,1小时10分,3,https://weibo.cn/comment/hot/I61NgybXp?rl=2
5,张继科恋情,4976503,14小时40分,1,https://weibo.cn/comment/hot/I51V67QZK?rl=2
6,疑似杨幂小号,4880825,1小时0分,4,https://weibo.cn/comment/hot/I5bFnf3Kb?rl=2
7,杜鹃 精致仪式感,4813622,1小时40分,3,https://weibo.cn/comment/hot/I51NSqsYK?rl=2
8,魏大勋寻找ONE PIECE,4532916,1小时20分,3,https://weibo.cn/comment/hot/I3mQaqMVh?rl=2
9,金晨新恋情,4471196,8小时40分,1,https://weibo.cn/comment/hot/I53AXsPVU?rl=2
10,假避孕套当事人称便利店毁约,4058178,8小时10分,2,https://weibo.cn/comment/hot/I4Y6ZtsKr?rl=2
11,漆培鑫承认恋情,3745759,11小时20分,1,https://weibo.cn/comment/hot/I4YoV5ibq?rl=2
12,柯南黑了,3104536,4小时20分,1,https://weibo.cn/comment/hot/I56PaeUmU?rl=2
13,祝绪丹回应金希澈,3005431,9小时40分,1,https://weibo.cn/comment/hot/I54sty6h5?rl=2
14,杨紫李现登高校迎新横幅,2827024,7小时30分,1,https://weibo.cn/comment/hot/I54cICZA5?rl=2
15,中国男篮惜败波兰,2672003,1小时10分,5,https://weibo.cn/comment/hot/I57FAB7YM?rl=2
16,赵丽颖将主演郑晓龙新剧,2566372,12小时0分,1,https://weibo.cn/comment/hot/I52xDaqqq?rl=2
17,便利店总部回应出售假避孕套,2416093,10小时10分,2,https://weibo.cn/comment/hot/I4Y5B8xBS?rl=2
18,中国留学生被绑架画面曝光,2371672,8小时50分,2,https://weibo.cn/comment/hot/I53CLbUD9?rl=2
19,林彦俊回应发光事件,2276195,1小时40分,3,https://weibo.cn/comment/hot/I5530eHjT?rl=2
20,一颗宝石一个故事,2240141,1小时50分,3,https://weibo.cn/comment/hot/I52xHznly?rl=2
21,阿娇回应老公疑出轨,2212055,11小时40分,3,https://weibo.cn/comment/hot/I55wVjwPR?rl=2
22,BA挑战,2134523,1小时40分,6,https://weibo.cn/comment/hot/I520W6mbT?rl=2
23,郭艾伦五犯离场,2030192,2小时30分,3,https://weibo.cn/comment/hot/I56ZPxLyX?rl=2
25,买车每满3万减3千,2001587,1小时50分,3,https://weibo.cn/comment/hot/I5345rF7k?rl=2
26,新款iPhone或再添紫色,1989697,7小时30分,2,https://weibo.cn/comment/hot/I54jB4qte?rl=2
27,王仕鹏哭了,1829210,1小时0分,5,https://weibo.cn/comment/hot/I57T9iRLj?rl=2
28,男孩飞机上突发过敏遇到钟南山,1785957,7小时0分,2,https://weibo.cn/comment/hot/I4TleFLly?rl=2
29,冯绍峰方否认出演斛珠夫人,1745675,3小时40分,4,https://weibo.cn/comment/hot/I51mNal2z?rl=2
30,幼儿园年度大型灾难片,1677594,3小时20分,4,https://weibo.cn/comment/hot/I56xgC8ZM?rl=2
31,霍顿因抗议孙杨丢6位数代言,1676997,8小时30分,5,https://weibo.cn/comment/hot/I52j8gJAf?rl=2
32,教学楼栏杆断裂两学生坠楼,1643457,6小时0分,2,https://weibo.cn/comment/hot/I56AHnF3F?rl=2
33,阿娇老公疑似出轨,1630645,4小时50分,5,https://weibo.cn/comment/hot/I569Et40k?rl=2
34,这月饼要上天,1550814,1小时10分,3,https://weibo.cn/comment/hot/I4bI2ezEe?rl=2
35,外星女生柴小七,1542635,1小时20分,6,https://weibo.cn/comment/hot/IaS8cBflP?rl=2
36,eye翘眼角,1507877,1小时30分,3,https://weibo.cn/comment/hot/I4TUbdpRv?rl=2
37,央视主播建议这些人学做人,1414676,12小时0分,2,https://weibo.cn/comment/hot/I4XUw7oeE?rl=2
38,阿娇老公回应网曝出轨传闻,1303693,3小时20分,4,https://weibo.cn/comment/hot/I569Et40k?rl=2
40,德鲁纳酒店大结局,1240607,14小时10分,3,https://weibo.cn/comment/hot/I4YdSqW8A?rl=2
41,24岁武警牺牲前聊天记录,1239230,9小时0分,2,https://weibo.cn/comment/hot/I51yZCkvq?rl=2
42,社交小事 交给小食,1236662,0小时30分,3,https://weibo.cn/comment/hot/I95xQDEHM?rl=2
43,比亚迪e2上市,1223629,1小时50分,6,https://weibo.cn/comment/hot/I55RhkNc3?rl=2
44,董卿气质,1172158,13小时30分,4,https://weibo.cn/comment/hot/I4XKknqsO?rl=2
45,大班月饼创始人之子支持乱港,1092651,9小时50分,5,https://weibo.cn/comment/hot/I53FXskpu?rl=2
46,谁说下大雨就不用军训,1061621,8小时20分,4,https://weibo.cn/comment/hot/I53KY2xtX?rl=2
47,香港市民街头怒怼陈方安生,1012877,5小时40分,8,https://weibo.cn/comment/hot/I53PxFsza?rl=2
50,江南写死楚子航,997835,8小时30分,7,https://weibo.cn/comment/hot/I53JGdoAM?rl=2
51,乔欣姐姐回应,980924,8小时50分,5,https://weibo.cn/comment/hot/I4USZ6B7E?rl=2
52,武汉建成亚洲最大城市地下综合体,957818,8小时0分,12,https://weibo.cn/comment/hot/I53lwpwj9?rl=2
53,乾隆花瓶在英国被1磅卖出,954606,8小时20分,17,https://weibo.cn/comment/hot/I548NaynE?rl=2
54,刘涛携子女登封面,929895,8小时30分,17,https://weibo.cn/comment/hot/I554X5kN8?rl=2
55,推荐家乡的魔鬼美食,888186,0小时50分,3,https://weibo.cn/comment/hot/I4OoUvzVf?rl=2
56,Costco或在沪开第二家店,834548,4小时40分,8,https://weibo.cn/comment/hot/I51vbvWEa?rl=2
57,国庆70周年庆祝活动全流程演练,826252,4小时50分,9,https://weibo.cn/comment/hot/I8dwqw5db?rl=2
58,姚明表情,808347,1小时0分,11,https://weibo.cn/comment/hot/I57PHD8bn?rl=2
59,中央政府支持香港警方依法止暴制乱,796443,5小时40分,7,https://weibo.cn/comment/hot/I55IQ3Din?rl=2
60,港非法示威者围殴外国游客,764280,3小时50分,8,https://weibo.cn/comment/hot/I57jWuNLv?rl=2
61,六大行上半年日赚35.8亿,749867,3小时20分,9,https://weibo.cn/comment/hot/I51OFsX1g?rl=2
62,金秀贤退伍后首秀,745292,12小时0分,5,https://weibo.cn/comment/hot/I4YdSqW8A?rl=2
63,沃勒斯坦去世,744728,3小时0分,12,https://weibo.cn/comment/hot/I4W7Vxo32?rl=2
64,香港政府严厉谴责暴力示威者,737164,3小时40分,7,https://weibo.cn/comment/hot/I2KJjacPD?rl=2
65,台风玲玲生成,735616,4小时10分,6,https://weibo.cn/comment/hot/I92Dvfq53?rl=2
66,李现杨迪知道鹿晗公布恋情的反应,733070,11小时0分,7,https://weibo.cn/comment/hot/I4Thp7VEt?rl=2
