InfoID,Title,Search,OnTime,HiRank,Link
1,赵薇回复杨紫,3846953,9小时20分,1,https://weibo.cn/comment/hot/I6RdHx0cS?rl=2
2,央视电影频道点评诛仙,3443440,3小时10分,1,https://weibo.cn/comment/hot/I6VCukl4j?rl=2
3,为什么baby黄晓明不合唱,3410001,12小时0分,1,https://weibo.cn/comment/hot/I6MozzZkt?rl=2
4,Cindy马甲线,3190247,6小时30分,1,https://weibo.cn/comment/hot/I6UezwukX?rl=2
5,郑爽哪吒头,2837028,7小时20分,1,https://weibo.cn/comment/hot/I6THMeEGI?rl=2
6,吴亦凡瘦了,2810238,10小时0分,1,https://weibo.cn/comment/hot/I6MRwoXU7?rl=2
7,特朗普证实拉登儿子已死亡,2754111,1小时50分,2,https://weibo.cn/comment/hot/I6WAfdkz9?rl=2
8,印度为求雨结婚的青蛙离婚了,2690218,12小时10分,2,https://weibo.cn/comment/hot/I6MCflQbI?rl=2
9,孙杨 透视豹纹泳裤,2614974,8小时30分,1,https://weibo.cn/comment/hot/I6TTQF3rP?rl=2
10,谷歌地图找到失踪22年男子,2583729,8小时30分,2,https://weibo.cn/comment/hot/I6LWqpbO0?rl=2
11,邓文迪与男友分手,2420271,1小时20分,3,https://weibo.cn/comment/hot/I6X0FqzJA?rl=2
12,美食现场,2396797,0小时30分,3,https://weibo.cn/comment/hot/I8iuT6l3f?rl=2
13,王俊凯离开中餐厅,2385067,13小时10分,1,https://weibo.cn/comment/hot/I6NDO3nGs?rl=2
14,郭碧婷闺蜜拷问向佐,2333398,1小时0分,4,https://weibo.cn/comment/hot/I6WRQb5pi?rl=2
15,纯甄陪伴王俊凯勇敢向前,2209638,1小时20分,3,https://weibo.cn/comment/hot/I6Rhf5Gan?rl=2
16,中秋节香港市民为警察送祝福,2112054,7小时20分,2,https://weibo.cn/comment/hot/I6tTDaFzA?rl=2
17,胡军父亲去世,2099777,9小时30分,3,https://weibo.cn/comment/hot/I6SuqeMcn?rl=2
18,今年中秋怎么过,2085489,0小时50分,3,https://weibo.cn/comment/hot/I6C9C4E2u?rl=2
19,朋友圈广泛传播的谣言,2073377,6小时40分,2,https://weibo.cn/comment/hot/I6Rfgt4xz?rl=2
21,中餐厅青春不散场,1995980,2小时10分,3,https://weibo.cn/comment/hot/I6OcHBfEL?rl=2
22,警方通报女网民个人信息泄漏,1982737,8小时20分,2,https://weibo.cn/comment/hot/I6T1ElDLX?rl=2
23,岳云鹏被说丑,1963053,4小时10分,3,https://weibo.cn/comment/hot/I6VB4i2I2?rl=2
24,运动先锋计划,1929355,0小时20分,3,https://weibo.cn/comment/hot/IaPzdAzAK?rl=2
25,程青松怼诛仙主演,1927307,10小时0分,3,https://weibo.cn/comment/hot/I6SywkNys?rl=2
26,iPhone发布后旧款出问题,1926835,7小时20分,3,https://weibo.cn/comment/hot/I6UCfwdi8?rl=2
27,吴昕唱歌,1925155,2小时10分,3,https://weibo.cn/comment/hot/I6WdKueXD?rl=2
28,小小的愿望好看,1918857,1小时20分,3,https://weibo.cn/comment/hot/I6yP5cbGr?rl=2
29,中餐厅新合伙人,1894882,11小时20分,3,https://weibo.cn/comment/hot/I6QZBtytA?rl=2
